timestamp,date,time,symbol,option_type,strike,price,prev_price,price_change,price_change_pct,day_open,day_high,day_low,change_from_open,change_from_open_pct,dist_from_day_high,dist_from_day_low,nifty_spot,minutes_since_open,minutes_to_close,hour,minute,is_morning,is_midday,is_afternoon,move_1min,move_5min,move_15min,rsi,vwap,above_vwap,ema_bull,ema_bear,atr,adx,is_trending,vol_surge,pattern,candle_range,body_pct,is_bull_candle,is_bear_candle,big_move_up,big_move_down,medium_move_up,medium_move_down,move_in_next_1min,move_in_next_5min
2026-07-22T09:15:20.655220,2026-07-22,09:15:20,NIFTY28JUL2624150CE,CE,24150.0,136.2,136.2,0.0,0.0,136.2,136.2,136.2,0.0,0.0,0.0,0.0,24129.0,0,375,9,15,True,False,False,0.0,0.0,0.0,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,True,0.0,-16.65
2026-07-22T09:15:46.261414,2026-07-22,09:15:46,NIFTY28JUL2624150CE,CE,24150.0,129.2,136.2,-7.0,-5.1395,136.2,136.2,129.2,-7.0,-5.1395,7.0,0.0,24109.95,0,375,9,15,True,False,False,0.0,0.0,0.0,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-9.65
2026-07-22T09:16:12.277818,2026-07-22,09:16:12,NIFTY28JUL2624150CE,CE,24150.0,123.3,129.2,-5.9,-4.5666,136.2,136.2,123.3,-12.9,-9.4714,12.9,0.0,24087.7,1,374,9,16,True,False,False,-7.0,-7.0,-7.0,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,2.65,-3.75
2026-07-22T09:16:37.949378,2026-07-22,09:16:37,NIFTY28JUL2624150CE,CE,24150.0,125.95,123.3,2.65,2.1492,136.2,136.2,123.3,-10.25,-7.5257,10.25,2.65,24097.75,1,374,9,16,True,False,False,-5.9,-12.9,-12.9,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-6.4
2026-07-22T09:17:03.525240,2026-07-22,09:17:03,NIFTY28JUL2624150CE,CE,24150.0,121.0,125.95,-4.95,-3.9301,136.2,136.2,121.0,-15.2,-11.1601,15.2,0.0,24085.3,2,373,9,17,True,False,False,2.65,-10.25,-10.25,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,4.45
2026-07-22T09:17:29.082921,2026-07-22,09:17:29,NIFTY28JUL2624150CE,CE,24150.0,119.55,121.0,-1.45,-1.1983,136.2,136.2,119.55,-16.65,-12.2247,16.65,0.0,24081.95,2,373,9,17,True,False,False,-4.95,-15.2,-15.2,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,1.05,5.9
2026-07-22T09:17:54.617786,2026-07-22,09:17:54,NIFTY28JUL2624150CE,CE,24150.0,119.6,119.55,0.05,0.0418,136.2,136.2,119.55,-16.6,-12.188,16.6,0.05,24077.1,2,373,9,17,True,False,False,-1.45,-16.65,-16.65,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,1.0,5.85
2026-07-22T09:18:23.450393,2026-07-22,09:18:23,NIFTY28JUL2624150CE,CE,24150.0,120.6,119.6,1.0,0.8361,136.2,136.2,119.55,-15.6,-11.4537,15.6,1.05,24083.25,3,372,9,18,True,False,False,0.05,-16.6,-16.6,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,1.7,4.85
2026-07-22T09:18:48.928411,2026-07-22,09:18:48,NIFTY28JUL2624150CE,CE,24150.0,120.25,120.6,-0.35,-0.2902,136.2,136.2,119.55,-15.95,-11.7107,15.95,0.7,24080.7,3,372,9,18,True,False,False,1.0,-15.6,-15.6,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,2.35,5.2
2026-07-22T09:19:17.503285,2026-07-22,09:19:17,NIFTY28JUL2624150CE,CE,24150.0,122.3,120.25,2.05,1.7048,136.2,136.2,119.55,-13.9,-10.2056,13.9,2.75,24091.4,4,371,9,19,True,False,False,-0.35,-15.95,-15.95,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.3,3.15
2026-07-22T09:19:43.147548,2026-07-22,09:19:43,NIFTY28JUL2624150CE,CE,24150.0,122.6,122.3,0.3,0.2453,136.2,136.2,119.55,-13.6,-9.9853,13.6,3.05,24094.8,4,371,9,19,True,False,False,2.05,-13.9,-13.9,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-2.9
2026-07-22T09:20:08.721961,2026-07-22,09:20:08,NIFTY28JUL2624150CE,CE,24150.0,121.3,122.6,-1.3,-1.0604,136.2,136.2,119.55,-14.9,-10.9398,14.9,1.75,24093.05,5,370,9,20,True,False,False,0.3,-13.6,-13.6,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,4.1,4.15
2026-07-22T09:20:34.260407,2026-07-22,09:20:34,NIFTY28JUL2624150CE,CE,24150.0,122.55,121.3,1.25,1.0305,136.2,136.2,119.55,-13.65,-10.022,13.65,3.0,24097.75,5,370,9,20,True,False,False,-1.3,-7.9,-14.9,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,2.9,2.9
2026-07-22T09:20:59.815305,2026-07-22,09:20:59,NIFTY28JUL2624150CE,CE,24150.0,125.4,122.55,2.85,2.3256,136.2,136.2,119.55,-10.8,-7.9295,10.8,5.85,24103.95,5,370,9,20,True,False,False,1.25,-0.75,-13.65,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.05,-5.7
2026-07-22T09:21:25.501481,2026-07-22,09:21:25,NIFTY28JUL2624150CE,CE,24150.0,125.45,125.4,0.05,0.0399,136.2,136.2,119.55,-10.75,-7.8928,10.75,5.9,24105.55,6,369,9,21,True,False,False,2.85,-0.55,-10.8,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-6.9
2026-07-22T09:21:51.113839,2026-07-22,09:21:51,NIFTY28JUL2624150CE,CE,24150.0,121.4,125.45,-4.05,-3.2284,136.2,136.2,119.55,-14.8,-10.8664,14.8,1.85,24094.2,6,369,9,21,True,False,False,0.05,4.45,-10.75,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.95,-5.15
2026-07-22T09:22:16.668378,2026-07-22,09:22:16,NIFTY28JUL2624150CE,CE,24150.0,122.35,121.4,0.95,0.7825,136.2,136.2,119.55,-13.85,-10.1689,13.85,2.8,24093.85,7,368,9,22,True,False,False,-4.05,1.85,-14.8,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,1.4,-6.5
2026-07-22T09:22:42.221117,2026-07-22,09:22:42,NIFTY28JUL2624150CE,CE,24150.0,120.4,122.35,-1.95,-1.5938,136.2,136.2,119.55,-15.8,-11.6006,15.8,0.85,24088.8,7,368,9,22,True,False,False,0.95,2.75,-13.85,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,3.35,-6.2
2026-07-22T09:23:07.819741,2026-07-22,09:23:07,NIFTY28JUL2624150CE,CE,24150.0,123.75,120.4,3.35,2.7824,136.2,136.2,119.55,-12.45,-9.141,12.45,4.2,24097.6,8,367,9,23,True,False,False,-1.95,-0.2,-15.8,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-9.95
2026-07-22T09:23:33.400344,2026-07-22,09:23:33,NIFTY28JUL2624150CE,CE,24150.0,122.05,123.75,-1.7,-1.3737,136.2,136.2,119.55,-14.15,-10.3891,14.15,2.5,24092.2,8,367,9,23,True,False,False,3.35,3.5,-12.45,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,0.0,-8.25
2026-07-22T09:23:58.927205,2026-07-22,09:23:58,NIFTY28JUL2624150CE,CE,24150.0,119.95,122.05,-2.1,-1.7206,136.2,136.2,119.55,-16.25,-11.931,16.25,0.4,24091.1,8,367,9,23,True,False,False,-1.7,-0.25,-14.15,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,2.2,-8.1
2026-07-22T09:24:24.610216,2026-07-22,09:24:24,NIFTY28JUL2624150CE,CE,24150.0,119.7,119.95,-0.25,-0.2084,136.2,136.2,119.55,-16.5,-12.1145,16.5,0.15,24092.3,9,366,9,24,True,False,False,-2.1,-2.65,-16.25,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,False,2.45,-8.8
2026-07-22T09:24:50.154482,2026-07-22,09:24:50,NIFTY28JUL2624150CE,CE,24150.0,122.15,119.7,2.45,2.0468,136.2,136.2,119.55,-14.05,-10.3157,14.05,2.6,24096.55,9,366,9,24,True,False,False,-0.25,-1.6,-16.5,50.0,0.0,False,False,False,0.0,0.0,False,False,,0.0,0.0,False,False,False,False,False,True,0.0,-11.75
